0,0,0.209853,0.0171168,0.000521284,0.00012638,3.20E-08,1.64E-05,-5.01E-09
0,0,0.241545,0.0301235,0.00116941,0.000389342,2.57E-07,6.40E-05,-5.34E-08
0,0,0.234135,0.0268674,0.00121806,0.000405995,2.84E-07,6.59E-05,-2.48E-08
0,0,0.234467,0.0267675,0.00128333,0.000406691,2.92E-07,6.56E-05,-3.07E-08
0,0,0.246909,0.0325301,0.00138102,0.000476224,3.85E-07,8.56E-05,-3.25E-08
0,0,0.235288,0.0270621,0.00114905,0.000361855,2.31E-07,5.89E-05,-3.12E-08
0,0,0.24484,0.0319415,0.00102183,0.000366469,2.23E-07,6.49E-05,-1.85E-08
0,0,0.212281,0.0175594,0.00096581,0.000225505,1.05E-07,2.99E-05,-7.52E-09
0,0,0.254079,0.0355836,0.00136812,0.000486149,3.76E-07,7.74E-05,-1.26E-07
0,0,0.231021,0.0256187,0.00101011,0.000308961,1.67E-07,4.45E-05,-4.43E-08
0,0,0.266744,0.0409662,0.00242278,0.000871894,1.26E-06,0.000171358,-1.58E-07
0,0,0.198353,0.0121445,0.000696926,0.000123036,3.59E-08,1.36E-05,2.95E-09
0,0,0.211187,0.0172022,0.000826357,0.000133698,4.14E-08,1.48E-05,1.60E-08
0,0,0.265936,0.0408666,0.00230726,0.000804141,1.08E-06,0.00015606,1.58E-07
0,0,0.196665,0.0119228,0.000400625,5.47E-05,7.56E-09,5.06E-06,2.91E-09
0,0,0.226022,0.0223461,0.00135304,0.000294432,1.78E-07,3.96E-05,5.25E-08
0,0,0.186182,0.00801175,0.000347224,3.41E-05,3.44E-09,2.54E-06,1.39E-09
0,0,0.193116,0.0100692,0.000602245,7.99E-05,1.68E-08,7.44E-06,4.87E-09
0,0,0.25161,0.0340292,0.00178926,0.000570766,5.65E-07,9.80E-05,1.16E-07
0,0,0.26603,0.0401997,0.00258014,0.000908781,1.38E-06,0.000176841,1.82E-07
0,0,0.243194,0.0293289,0.00192751,0.000564659,5.76E-07,9.17E-05,1.23E-07
0,0,0.243806,0.0299407,0.00186937,0.000571205,5.83E-07,9.48E-05,9.39E-08
0,0,0.232113,0.0247004,0.00174452,0.000493938,4.56E-07,7.56E-05,5.16E-08
1,0,0.24791,0.0253365,0.00591117,0.00280351,1.14E-05,0.000442303,-1.89E-07
1,0,0.25559,0.024179,0.00988466,0.00447159,2.97E-05,0.000687809,-1.22E-06
1,0,0.233159,0.0238298,0.00221837,0.00124323,2.06E-06,0.000191744,6.56E-08
